# Generated by mutraff_edges_csv.py , by alvaro.paricio@uah.es
edge_id,odmat_id,from_node,to_node,from_lat,from_long,to_lat,to_long,center_lat,center_long,name
70,-123483740#1,1376906695,1376906395,40.499394,-3.35444,40.499027,-3.354053,40.499210500000004,-3.3542465

71,-123483741,1376907321,1376907481,40.488276,-3.347433,40.488832,-3.346369,40.488554,-3.346901

72,-123483753#0,1376906981,1376907323,40.513436,-3.369947,40.51401,-3.369679,40.513723,-3.3698129999999997

73,-123483753#1,1376907021,1376906981,40.512897,-3.370199,40.513436,-3.369947,40.5131665,-3.3700729999999997

74,-123483753#2,1376906816,1376907021,40.512835,-3.370228,40.512897,-3.370199,40.512866,-3.3702135

75,-123483753#3,1376907252,1376906816,40.512428,-3.370418,40.512835,-3.370228,40.5126315,-3.370323

76,-123483753#4,1376907155,1376907252,40.511966,-3.370634,40.512428,-3.370418,40.512197,-3.370526

77,-123483754#0,1376907397,1376907434,40.497888,-3.354936,40.497811,-3.355085,40.4978495,-3.3550104999999997

78,-123483754#1,1376906550,1376907397,40.498238,-3.354343,40.497888,-3.354936,40.498063,-3.3546395

79,-123483754#2,1376906375,1376906550,40.498297,-3.354271,40.498238,-3.354343,40.4982675,-3.354307

80,-123483754#3,1376906896,1376906375,40.49866,-3.353671,40.498297,-3.354271,40.498478500000004,-3.3539709999999996

81,-123483754#4,370868996,1376906896,40.499104,-3.352956,40.49866,-3.353671,40.498882,-3.3533134999999996

82,-123483762#0,1376906594,1376906431,40.51399,-3.366987,40.513521,-3.367157,40.5137555,-3.3670720000000003

83,-123483762#1,1376906760,1376906594,40.514173,-3.366908,40.51399,-3.366987,40.5140815,-3.3669475

84,-123483762#2,1376907185,1376906760,40.514139,-3.365142,40.514173,-3.366908,40.514156,-3.366025

85,-123483762#3,1222026627,1376907185,40.514338,-3.363738,40.514139,-3.365142,40.514238500000005,-3.36444

86,-123483779,1376907339,1376906275,40.490239,-3.346341,40.48986,-3.345995,40.4900495,-3.3461679999999996

87,-123483783#0,1376907260,1376907047,40.498663,-3.35465,40.499028,-3.355036,40.4988455,-3.354843

88,-123483783#1,1376906375,1376907260,40.498297,-3.354271,40.498663,-3.35465,40.49848,-3.3544605

89,-123483789,1376907467,1376906403,40.489001,-3.352671,40.488481,-3.353871,40.488741000000005,-3.353271

90,-123483790,991966702,991966639,40.493412,-3.349154,40.494477,-3.350333,40.4939445,-3.3497434999999998

91,-123483798#0,1376907490,1376906493,40.491124,-3.346088,40.492089,-3.346995,40.4916065,-3.3465415

92,-123483798#1,1376906826,1376907490,40.49027,-3.345445,40.491124,-3.346088,40.490697,-3.3457665

93,-123483817#0,1376906589,1376906495,40.512402,-3.370318,40.511937,-3.370523,40.5121695,-3.3704205

94,-123483817#1,1376906816,1376906589,40.512835,-3.370228,40.512402,-3.370318,40.5126185,-3.370273

95,-123483820,1376907216,1376906477,40.489736,-3.338519,40.489062,-3.339278,40.489399,-3.3388985

96,-123483821#0,1376907351,1376907185,40.513575,-3.365397,40.514139,-3.365142,40.513857,-3.3652695

97,-123483821#1,2027136224,1376907351,40.513101,-3.365612,40.513575,-3.365397,40.513338000000005,-3.3655045

98,-123483821#2,1376906683,2027136224,40.512941,-3.365684,40.513101,-3.365612,40.513020999999995,-3.365648

99,-123483821#3,1376906522,1376906683,40.512873,-3.365715,40.512941,-3.365684,40.512907,-3.3656995

100,-123483821#4,2027136203,1376906522,40.512701,-3.365793,40.512873,-3.365715,40.512787,-3.365754

101,-123483821#5,1376906270,2027136203,40.511828,-3.366188,40.512701,-3.365793,40.5122645,-3.3659905

102,-123483821#6,2027136075,1376906270,40.511048,-3.366541,40.511828,-3.366188,40.511438,-3.3663645

103,-123483821#7,1376907045,2027136075,40.510898,-3.366609,40.511048,-3.366541,40.510973,-3.366575

104,-123483822#0,3577719398,246255595,40.507583,-3.348328,40.50762,-3.348364,40.5076015,-3.3483460000000003

105,-123483822#1,1376907093,3577719398,40.50595,-3.348754,40.507583,-3.348328,40.5067665,-3.348541

106,-123483825#0,3855467046,3855467039,40.498365,-3.33527,40.498243,-3.334933,40.498304000000005,-3.3351015

107,-123483825#1,3855467051,3855467046,40.498847,-3.335789,40.498365,-3.33527,40.498605999999995,-3.3355295

108,-123483825#2,322086008,3855467051,40.499735,-3.334286,40.498847,-3.335789,40.499291,-3.3350375000000003

109,-123483829#0,1376907100,259861762,40.498187,-3.346033,40.501061,-3.34833,40.499624,-3.3471814999999996

110,-123483829#1,1376907268,1376907100,40.498223,-3.345145,40.498187,-3.346033,40.498205,-3.345589

111,-123483836,1376907356,1376906292,40.49809,-3.337244,40.497681,-3.336803,40.497885499999995,-3.3370235

112,-123483852,1376906639,1376907307,40.488133,-3.352494,40.487778,-3.353345,40.4879555,-3.3529195

113,-123483854,1376906737,1376906900,40.495108,-3.348681,40.494159,-3.347621,40.494633500000006,-3.348151

114,-123483857#0,259862790,259862791,40.490783,-3.350781,40.490618,-3.351183,40.4907005,-3.350982

115,-123483857#1,259862787,259862790,40.491364,-3.349459,40.490783,-3.350781,40.4910735,-3.35012

116,-123483857#2,259862786,259862787,40.49173,-3.348687,40.491364,-3.349459,40.491547,-3.3490729999999997

117,-123483857#3,2779166203,259862786,40.492482,-3.347109,40.49173,-3.348687,40.492106,-3.347898

118,-123483857#4,267044838,2779166203,40.492516,-3.347045,40.492482,-3.347109,40.492499,-3.347077

119,-123483861,1376907238,3855524223,40.491318,-3.343229,40.490352,-3.345242,40.490835000000004,-3.3442355

120,-123483880#0,1376906423,1376906654,40.512236,-3.369691,40.511775,-3.369909,40.5120055,-3.3697999999999997

121,-123483880#1,1376906978,1376906423,40.512631,-3.369406,40.512236,-3.369691,40.5124335,-3.3695485

122,-123483885,1376907390,1376906381,40.487001,-3.340633,40.486039,-3.339782,40.48652,-3.3402075

123,-123483888#0,1376907041,259134158,40.497165,-3.337626,40.496525,-3.338522,40.496845,-3.338074

124,-123483888#1,1376906292,1376907041,40.497681,-3.336803,40.497165,-3.337626,40.497423,-3.3372145

125,-123483894,1376907041,1376907356,40.497165,-3.337626,40.49809,-3.337244,40.4976275,-3.337435

126,-123483911#0,1376906660,3853284421,40.494839,-3.346871,40.494354,-3.347632,40.4945965,-3.3472515

127,-123483911#1,1376907477,1376906660,40.495166,-3.346339,40.494839,-3.346871,40.4950025,-3.3466050000000003

128,-123483911#2,1376907145,1376907477,40.495347,-3.346045,40.495166,-3.346339,40.495256499999996,-3.3461920000000003

129,-123483911#3,1376906489,1376907145,40.495233,-3.345892,40.495347,-3.346045,40.49529,-3.3459685

130,-123483912,1376906636,1376906961,40.498037,-3.351875,40.498113,-3.352508,40.498075,-3.3521915

131,-123483918,259134168,311421701,40.492698,-3.340385,40.49461,-3.342515,40.493654,-3.34145

132,-123483920#0,1376907339,1376906672,40.490239,-3.346341,40.490396,-3.346053,40.4903175,-3.346197

133,-123483920#1,1376906512,1376907339,40.489885,-3.347011,40.490239,-3.346341,40.490062,-3.346676

134,-123483949,259861593,259861591,40.496051,-3.35016,40.495408,-3.349445,40.495729499999996,-3.3498025

135,-123483951#0,1376906888,1376907132,40.484782,-3.342184,40.484354,-3.341804,40.484568,-3.341994

136,-123483951#1,1376906792,1376906888,40.485238,-3.342599,40.484782,-3.342184,40.48501,-3.3423914999999997

137,-123483958#0,1376907464,1376906991,40.500475,-3.351945,40.500699,-3.352348,40.500586999999996,-3.3521465

138,-123483958#1,1376907242,1376907464,40.500284,-3.351646,40.500475,-3.351945,40.5003795,-3.3517955

139,-123483968,1376907356,1376906921,40.49809,-3.337244,40.498396,-3.337223,40.498243,-3.3372335

140,-123483978#0,1376906625,1376906789,40.498612,-3.35571,40.498305,-3.35626,40.4984585,-3.355985

141,-123483978#1,1376906676,1376906625,40.498969,-3.35513,40.498612,-3.35571,40.4987905,-3.35542

142,-123483978#2,1376907047,1376906676,40.499028,-3.355036,40.498969,-3.35513,40.4989985,-3.355083

143,-123483978#3,1376906695,1376907047,40.499394,-3.35444,40.499028,-3.355036,40.499211,-3.354738

144,-123483978#4,370868998,1376906695,40.499894,-3.353607,40.499394,-3.35444,40.499644,-3.3540235

145,-123483978#5,1376907129,370868998,40.500339,-3.352862,40.499894,-3.353607,40.5001165,-3.3532345

146,-123483978#6,1376906991,1376907129,40.500699,-3.352348,40.500339,-3.352862,40.500519,-3.352605

147,-123483978#7,1376907108,1376906991,40.500814,-3.351594,40.500699,-3.352348,40.500756499999994,-3.351971

148,-123483998,1376906986,259134171,40.492267,-3.343298,40.491255,-3.342368,40.491761,-3.3428329999999997

149,-123483999,1376906718,1376907207,40.485909,-3.344933,40.485828,-3.344874,40.485868499999995,-3.3449035

150,-123484005#0,1376906921,258584307,40.498396,-3.337223,40.498982,-3.339884,40.498689,-3.3385534999999997

151,-123484005#1,3855467046,1376906921,40.498365,-3.33527,40.498396,-3.337223,40.498380499999996,-3.3362464999999997

152,-123484012#0,1376906818,1376907397,40.498256,-3.355318,40.497888,-3.354936,40.498072,-3.355127

153,-123484012#1,1376906625,1376906818,40.498612,-3.35571,40.498256,-3.355318,40.498434,-3.3555140000000003

154,-123484020#0,1376906834,259862723,40.487451,-3.346702,40.487106,-3.346215,40.4872785,-3.3464585

155,-123484020#1,1376907247,1376906834,40.487898,-3.347091,40.487451,-3.346702,40.4876745,-3.3468964999999997

156,-123484020#2,1376907321,1376907247,40.488276,-3.347433,40.487898,-3.347091,40.488087,-3.3472619999999997

157,-123484020#3,259134210,1376907321,40.488776,-3.347935,40.488276,-3.347433,40.488526,-3.347684

158,-123484027#0,1376906419,1376906911,40.491348,-3.347125,40.491527,-3.347215,40.4914375,-3.34717

159,-123484027#1,1376907164,1376906419,40.491213,-3.346926,40.491348,-3.347125,40.4912805,-3.3470255

160,-123484050#0,3815365709,259094459,40.485485,-3.344551,40.484124,-3.343603,40.484804499999996,-3.344077

161,-123484050#1,1376907207,3815365709,40.485828,-3.344874,40.485485,-3.344551,40.4856565,-3.3447125

162,-123484063,1376906419,259862784,40.491348,-3.347125,40.490913,-3.347939,40.4911305,-3.347532

163,-123484070#0,1376907416,1376906988,40.512602,-3.371062,40.512137,-3.371276,40.512369500000005,-3.371169

164,-123484070#1,1376906838,1376907416,40.51307,-3.370848,40.512602,-3.371062,40.512836,-3.370955

165,-123484070#2,1376906821,1376906838,40.513615,-3.370599,40.51307,-3.370848,40.5133425,-3.3707235

166,-123484070#3,1376907414,1376906821,40.514185,-3.370338,40.513615,-3.370599,40.5139,-3.3704685

167,-123484070#4,1376907240,1376907414,40.513591,-3.368197,40.514185,-3.370338,40.513887999999994,-3.3692675

168,-123484081,1376907404,1376906406,40.489232,-3.349348,40.488473,-3.35077,40.4888525,-3.350059

169,-123484086#0,1376906456,637775617,40.513803,-3.361877,40.513798,-3.361759,40.5138005,-3.361818

170,-123484086#1,1376906948,1376906456,40.513804,-3.362104,40.513803,-3.361877,40.5138035,-3.3619905

171,-123484086#2,1222027585,1376906948,40.51374,-3.363614,40.513804,-3.362104,40.513772,-3.3628590000000003

172,-123484086#3,1222026980,1222027585,40.513725,-3.363692,40.51374,-3.363614,40.5137325,-3.3636530000000002

173,-123484086#4,1376907258,1222026980,40.51348,-3.365033,40.513725,-3.363692,40.513602500000005,-3.3643625

174,-123484086#5,1376907351,1376907258,40.513575,-3.365397,40.51348,-3.365033,40.5135275,-3.365215

175,-123484086#6,2027136225,1376907351,40.513613,-3.365569,40.513575,-3.365397,40.513594,-3.3654830000000002

176,-123484086#7,1376906594,2027136225,40.51399,-3.366987,40.513613,-3.365569,40.5138015,-3.366278

177,-123484089,1376906931,259861654,40.498823,-3.350825,40.499,-3.351216,40.498911500000006,-3.3510204999999997

178,-123484094#0,1376907150,1376907007,40.487728,-3.346171,40.488009,-3.345632,40.4878685,-3.3459015

179,-123484094#1,1376906834,1376907150,40.487451,-3.346702,40.487728,-3.346171,40.4875895,-3.3464365000000003

180,-123484097,1376906505,259862785,40.491926,-3.347424,40.491417,-3.348395,40.491671499999995,-3.3479095

181,-123484102,1376907134,1376906479,40.497465,-3.352283,40.497676,-3.352008,40.497570499999995,-3.3521455

182,-123484104#0,1376907325,1376906277,40.512035,-3.368955,40.511566,-3.369159,40.5118005,-3.3690569999999997

183,-123484104#1,1376906677,1376907325,40.512507,-3.368735,40.512035,-3.368955,40.512271,-3.3688450000000003

184,-123484104#2,1376906658,1376906677,40.513051,-3.368486,40.512507,-3.368735,40.512778999999995,-3.3686105

185,-123484104#3,2027136226,1376906658,40.513514,-3.368271,40.513051,-3.368486,40.5132825,-3.3683785

186,-123484104#4,1376906836,2027136226,40.513611,-3.368228,40.513514,-3.368271,40.5135625,-3.3682495

187,-123484110,1376906660,1376907477,40.494839,-3.346871,40.495166,-3.346339,40.4950025,-3.3466050000000003

188,-123484116#0,1376907213,1376906550,40.498605,-3.354745,40.498238,-3.354343,40.4984215,-3.3545439999999997

189,-123484116#1,1376906676,1376907213,40.498969,-3.35513,40.498605,-3.354745,40.498787,-3.3549375

190,-123484130,1376906903,1376907150,40.48817,-3.34657,40.487728,-3.346171,40.487949,-3.3463705

191,-123484137,1376906760,1376906577,40.514173,-3.366908,40.513569,-3.367348,40.513870999999995,-3.367128

192,-123484141#0,2027136227,1376907014,40.513459,-3.367788,40.513454,-3.367763,40.513456500000004,-3.3677755

193,-123484141#1,1376907240,2027136227,40.513591,-3.368197,40.513459,-3.367788,40.513525,-3.3679924999999997

194,-123484141#2,1376906836,1376907240,40.513611,-3.368228,40.513591,-3.368197,40.513600999999994,-3.3682125000000003

195,-123484141#3,1376907250,1376906836,40.513797,-3.368879,40.513611,-3.368228,40.513704,-3.3685535

196,-123484141#4,1376907323,1376907250,40.51401,-3.369679,40.513797,-3.368879,40.5139035,-3.369279

197,-123484141#5,1376907414,1376907323,40.514185,-3.370338,40.51401,-3.369679,40.5140975,-3.3700085

198,-123484145,1376906575,1376907404,40.490004,-3.348563,40.489232,-3.349348,40.489618,-3.3489554999999998

199,-123484149,1376907129,1376907304,40.500339,-3.352862,40.500087,-3.352315,40.500213,-3.3525885

200,-123484158#0,1376906903,1376907412,40.48817,-3.34657,40.488452,-3.346029,40.488310999999996,-3.3462994999999998

201,-123484158#1,1376907247,1376906903,40.487898,-3.347091,40.48817,-3.34657,40.488034,-3.3468305

202,-123484162#0,4111998694,1376906853,40.500162,-3.344312,40.499497,-3.345231,40.499829500000004,-3.3447715000000002

203,-123484162#1,4111998715,4111998694,40.502263,-3.345974,40.500162,-3.344312,40.5012125,-3.345143

204,-123484162#10,259861882,1376906780,40.502531,-3.349019,40.502919,-3.347972,40.502725,-3.3484955000000003

205,-123484162#2,4111998717,4111998715,40.502389,-3.346236,40.502263,-3.345974,40.502326,-3.346105

206,-123484162#3,4111998718,4111998717,40.502493,-3.346452,40.502389,-3.346236,40.502441000000005,-3.346344

207,-123484162#4,4111998722,4111998718,40.502611,-3.346696,40.502493,-3.346452,40.502552,-3.3465740000000004

208,-123484162#5,1376907195,4111998722,40.502733,-3.346924,40.502611,-3.346696,40.502672000000004,-3.34681

209,-123484162#6,4111998723,1376907195,40.502808,-3.347171,40.502733,-3.346924,40.5027705,-3.3470475

210,-123484162#7,1376907362,4111998723,40.502891,-3.347448,40.502808,-3.347171,40.502849499999996,-3.3473094999999997

211,-123484162#8,4111998725,1376907362,40.502904,-3.347702,40.502891,-3.347448,40.5028975,-3.347575

212,-123484162#9,1376906780,4111998725,40.502919,-3.347972,40.502904,-3.347702,40.502911499999996,-3.347837

213,-123484163#0,1376907490,259862783,40.491124,-3.346088,40.490393,-3.347462,40.4907585,-3.346775

214,-123484163#1,2779166194,1376907490,40.491161,-3.346016,40.491124,-3.346088,40.491142499999995,-3.3460520000000002

215,-123484163#2,3855465495,2779166194,40.491193,-3.345943,40.491161,-3.346016,40.491177,-3.3459795000000003

216,-123484168#0,1376907242,1376906326,40.500284,-3.351646,40.50075,-3.351209,40.500517,-3.3514275

217,-123484168#1,1376906952,1376907242,40.499559,-3.352364,40.500284,-3.351646,40.4999215,-3.352005

218,-123484170#0,1376907485,1376906674,40.512209,-3.369597,40.511747,-3.369806,40.511978,-3.3697015

219,-123484170#1,1376906978,1376907485,40.512631,-3.369406,40.512209,-3.369597,40.51242,-3.3695015

220,-123484170#2,1376906516,1376906978,40.51268,-3.369384,40.512631,-3.369406,40.5126555,-3.369395

221,-123484170#3,1376906498,1376906516,40.513225,-3.369138,40.51268,-3.369384,40.5129525,-3.369261

222,-123484170#4,1376907250,1376906498,40.513797,-3.368879,40.513225,-3.369138,40.513510999999994,-3.3690085

223,-123484176,1376906501,1376906983,40.494111,-3.341291,40.493726,-3.340865,40.4939185,-3.341078

224,-123484178#0,991966654,991966693,40.494147,-3.350877,40.493911,-3.351541,40.494029,-3.351209

225,-123484178#1,991966639,991966654,40.494477,-3.350333,40.494147,-3.350877,40.494312,-3.350605

226,-123800360,1379337469,1379337570,40.487303,-3.339157,40.487744,-3.338314,40.487523499999995,-3.3387355000000003

227,-123800452,1222027585,1222026627,40.51374,-3.363614,40.514338,-3.363738,40.514039,-3.363676

228,-124900771,420075640,1388648762,40.498702,-3.388789,40.498042,-3.389743,40.498372,-3.389266

229,-129144261,1425500610,1373121191,40.48714,-3.364068,40.485992,-3.363475,40.486565999999996,-3.3637715000000004

230,-129144289#0,1425500447,833670369,40.489455,-3.364766,40.489313,-3.364669,40.489384,-3.3647175000000002

231,-129144289#1,2542799127,1425500447,40.489353,-3.365247,40.489455,-3.364766,40.489404,-3.3650065

232,-129144289#2,1425500667,2542799127,40.489024,-3.365647,40.489353,-3.365247,40.4891885,-3.365447

233,-129144299,370871000,259133617,40.485812,-3.366985,40.486538,-3.368095,40.486175,-3.36754

234,-129144301,1425500427,1425500479,40.487573,-3.364008,40.487916,-3.363229,40.4877445,-3.3636185000000003

235,-134180009#0,311422038,311422036,40.476226,-3.370653,40.476878,-3.371135,40.476552,-3.370894

236,-134180009#1,423001639,311422038,40.475757,-3.370159,40.476226,-3.370653,40.4759915,-3.370406

237,-134180010#0,1475566262,311422038,40.476504,-3.369966,40.476226,-3.370653,40.476365,-3.3703095

238,-134180010#1,311422045,1475566262,40.476527,-3.369909,40.476504,-3.369966,40.4765155,-3.3699375

239,-134180010#2,1475566264,311422045,40.47674,-3.369396,40.476527,-3.369909,40.4766335,-3.3696525

240,-134180010#3,311422041,1475566264,40.476942,-3.368859,40.47674,-3.369396,40.476841,-3.3691275000000003

241,-134180011#0,311422047,1475566262,40.475946,-3.3696,40.476504,-3.369966,40.476225,-3.369783

242,-134180011#1,423001642,311422047,40.475711,-3.369423,40.475946,-3.3696,40.4758285,-3.3695114999999998

243,-134180011#2,423001562,423001642,40.475493,-3.369221,40.475711,-3.369423,40.475601999999995,-3.369322

244,-134241634,1476745475,1476745473,40.477748,-3.374469,40.477331,-3.373898,40.4775395,-3.3741835

245,-134241635,1060458848,422996244,40.478388,-3.373225,40.478289,-3.37339,40.4783385,-3.3733075

246,-148858941#0,4078122830,1619218364,40.508843,-3.323444,40.508941,-3.32355,40.508892,-3.3234969999999997

247,-148858941#1,4078122826,4078122830,40.508711,-3.323302,40.508843,-3.323444,40.508776999999995,-3.323373

248,-148858941#2,1619218333,4078122826,40.506764,-3.321227,40.508711,-3.323302,40.5077375,-3.3222645

249,-150036328#0,637775636,637775623,40.513605,-3.358197,40.513364,-3.357649,40.513484500000004,-3.357923

250,-150036328#1,637775634,637775636,40.513836,-3.358824,40.513605,-3.358197,40.5137205,-3.3585105

251,-150036343#0,637775618,637775616,40.51433,-3.360793,40.514187,-3.360059,40.5142585,-3.3604260000000004

252,-150036343#1,2027136244,637775618,40.514366,-3.361281,40.51433,-3.360793,40.514348,-3.361037

253,-150036343#2,1629727004,2027136244,40.51437,-3.361305,40.514366,-3.361281,40.514368000000005,-3.361293

